id_pedido,data,hora_str,hora_int,mes,semana,dia_semana,turno,cidade_id,modalidade,canal,km,faixa_km,custo_por_km,sla_min,tempo_total_min,tempo_aceite_min,atraso_min,tempo_chegada_origem_min,tempo_espera_origem_min,tempo_deslocamento_min,status,cancelada_flag,insucesso_flag,motivo_cancelamento,otd_flag,valor_base_entregador,valor_dinamica,valor_entregador,evento_flag,evento_id,custo_operacional,valor_dinamica_empresa,valor_pago_empresa,margem_unitaria
P046019684,2025-10-11,00:16,0,2025-10,41,Sáb,Manhã,11,Expressa,,8.62,7-12,1.8596287703016243,40,118.8,0.0,78.8,0.0,0.0,118.8,Cancelada,1,0,Motivo 05,0,12.03,2,14.03,1,12.0,16.03,2,19.53,0.21834061135371186
P046019698,2026-01-11,11:19,11,2026-01,2,Dom,Manhã,11,Expressa,App,0.3,0-3,22.333333333333336,40,160.0,0.12,120.0,40.0,0.0,119.88,Finalizada,0,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046019752,2025-10-11,23:23,23,2025-10,41,Sáb,Noite,11,Integrada,Integrado,8.67,7-12,1.8489042675893888,55,64.14,35.0,9.14,7.2,0.0,21.94,Finalizada,0,0,,0,12.03,2,14.03,1,12.0,16.03,2,19.53,0.21834061135371186
P046019862,2026-01-11,23:38,23,2026-01,2,Dom,Noite,11,Econômica,App,3.39,3-7,2.0825958702064895,60,34.25,0.88,-25.75,9.72,0.0,23.65,Finalizada,0,0,,1,7.06,0,7.06,0,,7.06,0,8.559999999999999,0.21246458923512734
P046019865,2026-01-11,00:38,0,2026-01,2,Dom,Manhã,11,Expressa,App,5.39,3-7,1.6437847866419295,40,106.92,35.0,66.92,3.5,0.0,68.42,Insucesso,0,1,,0,8.86,0,8.86,0,,8.86,0,10.36,0.16930022573363424
P046019880,2025-10-11,00:39,0,2025-10,41,Sáb,Manhã,11,Integrada,App,5.98,3-7,2.5752508361204014,55,118.8,0.0,63.8,0.0,0.0,118.8,Cancelada,1,0,Motivo 05,0,9.4,3,12.4,1,12.0,15.4,3,19.9,0.29220779220779214
P046019945,2025-10-11,23:49,23,2025-10,41,Sáb,Noite,11,Econômica,App,2.74,0-3,3.175182481751824,60,14.15,3.19,-45.85,3.35,0.0,7.61,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046019999,2025-10-11,01:56,1,2025-10,41,Sáb,Manhã,11,Expressa,App,4.5,3-7,2.2533333333333334,40,118.8,0.0,78.8,0.0,0.0,118.8,Cancelada,1,0,Motivo 05,0,8.14,1,9.14,1,12.0,10.14,1,12.64,0.24654832347140032
P046020018,2025-10-11,06:57,6,2025-10,41,Sáb,Manhã,11,Econômica,App,4.54,3-7,2.6740088105726874,60,160.0,32.1,100.0,39.6,0.0,89.08,Cancelada,1,0,,0,8.14,2,10.14,1,12.0,12.14,2,15.64,0.28830313014827014
P046020179,2025-10-11,23:27,23,2025-10,41,Sáb,Noite,11,Manual,App,1.48,0-3,7.229729729729729,70,17.42,0.0,-52.58,0.0,0.0,17.42,Cancelada,1,0,Motivo 01,0,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046020458,2026-01-12,07:17,7,2026-01,3,Seg,Manhã,11,Econômica,Integrado,3.02,3-7,2.2781456953642385,60,10.62,0.83,-49.38,4.9,0.0,4.89,Finalizada,0,0,,1,6.88,0,6.88,0,,6.88,0,8.379999999999999,0.21802325581395343
P046020488,2026-01-12,07:22,7,2026-01,3,Seg,Manhã,11,Integrada,Integrado,2.26,0-3,2.964601769911505,55,3.0,0.0,-52.0,0.0,0.0,3.0,Cancelada,1,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046020559,2026-01-12,08:32,8,2026-01,3,Seg,Manhã,11,Manual,App,2.13,0-3,3.1455399061032865,70,48.6,0.0,-21.4,0.0,0.0,48.6,Cancelada,1,0,Motivo 01,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046020583,2025-10-12,07:35,7,2025-10,41,Dom,Manhã,11,Integrada,,0.87,0-3,10.0,55,8.31,0.24,-46.69,5.1,0.0,2.97,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046020653,2026-01-12,08:46,8,2026-01,3,Seg,Manhã,11,Econômica,App,5.56,3-7,1.6258992805755395,60,43.93,13.98,-16.07,11.25,0.0,18.7,Finalizada,0,0,,1,9.04,0,9.04,0,,9.04,0,10.54,0.165929203539823
P046020655,2025-10-12,07:46,7,2025-10,41,Dom,Manhã,11,Econômica,App,1.13,0-3,7.699115044247788,60,6.89,0.83,-53.11,2.95,0.0,3.11,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046020749,2026-01-12,08:58,8,2026-01,3,Seg,Manhã,11,Econômica,App,1.99,0-3,3.3668341708542715,60,9.35,0.55,-50.65,2.25,0.0,6.55,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046020900,2025-10-12,08:13,8,2025-10,41,Dom,Manhã,11,Econômica,App,1.1,0-3,7.909090909090907,60,7.1,0.55,-52.9,3.3,0.0,3.25,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046020931,2025-10-12,08:16,8,2025-10,41,Dom,Manhã,11,Econômica,,0.99,0-3,8.787878787878787,60,5.65,0.55,-54.35,2.13,0.0,2.97,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046020937,2026-01-12,08:16,8,2026-01,3,Seg,Manhã,11,Econômica,App,0.54,0-3,12.407407407407407,60,4.54,0.37,-55.46,1.17,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021001,2026-01-12,09:21,9,2026-01,3,Seg,Manhã,11,Integrada,App,2.97,0-3,2.2558922558922556,55,76.93,7.32,21.930000000000007,11.18,0.0,58.43,Finalizada,0,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021020,2025-10-12,08:22,8,2025-10,41,Dom,Manhã,11,Expressa,App,1.32,0-3,6.59090909090909,40,31.07,0.13,-8.93,14.53,0.0,16.41,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046021101,2025-10-12,09:29,9,2025-10,41,Dom,Manhã,11,Econômica,App,1.62,0-3,5.370370370370369,60,32.36,0.8,-27.64,23.12,0.0,8.44,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046021124,2026-01-12,09:30,9,2026-01,3,Seg,Manhã,11,Integrada,Integrado,0.83,0-3,8.072289156626507,55,9.88,0.15,-45.12,2.5,0.0,7.23,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021166,2026-01-12,10:33,10,2026-01,3,Seg,Manhã,11,Integrada,App,1.07,0-3,6.261682242990654,55,5.63,0.18,-49.37,1.7,0.0,3.75,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021222,2025-10-12,08:37,8,2025-10,41,Dom,Manhã,11,Econômica,App,0.84,0-3,12.738095238095237,60,5.58,0.14,-54.42,2.46,0.0,2.98,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046021260,2025-10-12,08:39,8,2025-10,41,Dom,Manhã,11,Econômica,App,0.76,0-3,11.44736842105263,60,9.87,0.22,-50.13,1.63,0.0,8.02,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046021307,2025-10-12,09:41,9,2025-10,41,Dom,Manhã,11,Econômica,App,5.24,3-7,2.4541984732824424,60,32.64,0.0,-27.36,0.0,0.0,32.64,Cancelada,1,0,,0,8.86,2,10.86,1,12.0,12.86,2,16.36,0.27216174183514785
P046021401,2025-10-12,09:47,9,2025-10,41,Dom,Manhã,11,Econômica,App,3.6,3-7,3.172222222222222,60,43.13,14.12,-16.869999999999997,8.24,0.0,20.77,Finalizada,0,0,,1,7.42,2,9.42,1,12.0,11.42,2,14.92,0.3064798598949212
P046021430,2026-01-12,08:48,8,2026-01,3,Seg,Manhã,11,Integrada,Integrado,1.67,0-3,4.0119760479041915,55,10.43,5.2,-44.57,1.8,0.0,3.43,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021441,2025-10-12,09:48,9,2025-10,41,Dom,Manhã,11,Econômica,App,0.5,0-3,21.4,60,32.31,11.52,-27.689999999999998,17.82,0.0,2.97,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046021447,2025-10-12,09:48,9,2025-10,41,Dom,Manhã,11,Econômica,App,2.43,0-3,4.403292181069959,60,26.5,0.0,-33.5,0.0,0.0,26.5,Cancelada,1,0,,0,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046021540,2026-01-12,09:52,9,2026-01,3,Seg,Manhã,11,Integrada,App,1.3,0-3,5.153846153846154,55,5.27,0.2,-49.730000000000004,0.13,0.0,4.94,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021567,2026-01-12,09:53,9,2026-01,3,Seg,Manhã,11,Manual,App,0.44,0-3,20.909090909090907,70,10.72,0.55,-59.28,3.12,4.05,3.0,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P046021587,2025-10-12,09:54,9,2025-10,41,Dom,Manhã,11,Expressa,App,0.52,0-3,16.73076923076923,40,15.88,1.89,-24.119999999999997,9.16,0.0,4.83,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046021611,2026-01-12,09:55,9,2026-01,3,Seg,Manhã,11,Manual,,1.26,0-3,7.698412698412698,70,15.37,0.58,-54.63,9.05,0.63,5.11,Finalizada,0,0,,1,9.7,0,9.7,0,,9.7,0,11.2,0.15463917525773208
P046021667,2026-01-12,09:58,9,2026-01,3,Seg,Manhã,11,Integrada,App,1.49,0-3,4.496644295302014,55,9.83,0.77,-45.17,4.77,0.0,4.29,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021669,2025-10-12,10:58,10,2025-10,41,Dom,Manhã,11,Econômica,Integrado,3.03,3-7,2.9306930693069306,60,57.5,2.46,-2.5,0.87,0.0,54.17,Finalizada,0,0,,1,6.88,1,7.88,1,12.0,8.879999999999999,1,11.379999999999999,0.28153153153153165
P046021681,2026-01-12,09:58,9,2026-01,3,Seg,Manhã,11,Econômica,App,1.91,0-3,3.5078534031413615,60,9.52,0.13,-50.480000000000004,0.1,0.0,9.29,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021701,2026-01-12,09:00,9,2026-01,3,Seg,Manhã,11,Integrada,Integrado,2.57,0-3,2.6070038910505837,55,24.12,11.38,-30.88,0.48,0.0,12.26,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046021918,2026-01-12,09:08,9,2026-01,3,Seg,Manhã,11,Integrada,App,2.01,0-3,3.333333333333334,55,5.4,0.83,-49.6,0.08,0.0,4.49,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022000,2025-10-12,10:11,10,2025-10,41,Dom,Manhã,11,Manual,App,6.26,3-7,2.8194888178913735,70,36.83,9.28,-33.17,10.99,1.39,15.17,Finalizada,0,0,,1,15.65,1,16.65,1,12.0,17.65,1,20.15,0.14164305949008504
P046022088,2025-10-12,09:14,9,2025-10,41,Dom,Manhã,11,Expressa,App,1.52,0-3,8.355263157894736,40,24.84,0.09,-15.16,5.13,0.0,19.62,Finalizada,0,0,,1,6.7,3,9.7,1,12.0,12.7,3,17.2,0.35433070866141736
P046022123,2025-10-12,10:16,10,2025-10,41,Dom,Manhã,11,Manual,App,9.23,7-12,2.6630552546045503,70,54.9,1.87,-15.100000000000001,18.74,0.62,33.67,Finalizada,0,0,,1,20.58,2,22.58,1,12.0,24.58,2,28.08,0.14239218877135884
P046022129,2026-01-12,09:16,9,2026-01,3,Seg,Manhã,11,Integrada,,1.59,0-3,4.213836477987421,55,16.78,0.38,-38.22,5.37,0.0,11.03,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022157,2026-01-12,09:17,9,2026-01,3,Seg,Manhã,11,Econômica,Integrado,1.62,0-3,4.135802469135802,60,16.45,0.87,-43.55,12.03,0.0,3.55,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022158,2025-10-12,09:17,9,2025-10,41,Dom,Manhã,11,Integrada,App,2.91,0-3,2.989690721649484,55,28.6,7.02,-26.4,12.5,0.0,9.08,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046022261,2025-10-12,09:21,9,2025-10,41,Dom,Manhã,11,Integrada,App,1.2,0-3,8.916666666666666,55,5.96,0.49,-49.04,1.06,0.0,4.41,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046022323,2025-10-12,10:23,10,2025-10,41,Dom,Manhã,11,Econômica,Integrado,9.01,7-12,2.062153163152053,60,37.91,7.52,-22.090000000000003,3.78,0.0,26.61,Finalizada,0,0,,1,12.58,3,15.58,1,12.0,18.58,3,23.08,0.24219590958019377
P046022339,2026-01-12,12:24,12,2026-01,3,Seg,Tarde,11,Expressa,App,0.78,0-3,8.58974358974359,40,160.0,0.6,120.0,40.0,0.0,119.4,Cancelada,1,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022399,2025-10-12,09:26,9,2025-10,41,Dom,Manhã,11,Econômica,App,0.92,0-3,13.804347826086955,60,8.61,0.24,-51.39,0.3,0.0,8.07,Finalizada,0,0,,1,6.7,3,9.7,1,12.0,12.7,3,17.2,0.35433070866141736
P046022461,2025-10-12,09:27,9,2025-10,41,Dom,Manhã,11,Econômica,App,0.62,0-3,14.032258064516128,60,13.4,1.29,-46.6,8.07,0.0,4.04,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046022465,2026-01-12,09:27,9,2026-01,3,Seg,Manhã,11,Econômica,Integrado,1.83,0-3,3.66120218579235,60,6.65,0.45,-53.35,2.8,0.0,3.4,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022532,2025-10-12,09:30,9,2025-10,41,Dom,Manhã,11,Manual,App,1.74,0-3,5.0,70,13.8,0.72,-56.2,3.64,2.79,6.65,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046022597,2025-10-12,09:33,9,2025-10,41,Dom,Manhã,11,Integrada,Integrado,1.66,0-3,6.445783132530121,55,15.89,0.66,-39.11,7.05,0.0,8.18,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046022702,2025-10-12,11:37,11,2025-10,41,Dom,Manhã,11,Expressa,App,2.74,0-3,5.364963503649634,40,12.27,0.13,-27.73,0.18,0.0,11.96,Finalizada,0,0,,1,6.7,4,10.7,1,12.0,14.7,4,20.2,0.37414965986394555
P046022746,2026-01-12,10:39,10,2026-01,3,Seg,Manhã,11,Integrada,Integrado,2.36,0-3,2.838983050847458,55,12.22,0.27,-42.78,0.07,0.0,11.88,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046022990,2026-01-12,10:48,10,2026-01,3,Seg,Manhã,11,Econômica,App,1.61,0-3,4.161490683229814,60,7.93,0.12,-52.07,3.43,0.0,4.38,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023024,2025-10-12,10:49,10,2025-10,41,Dom,Manhã,11,Econômica,App,3.44,3-7,3.2674418604651163,60,60.1,0.25,0.10000000000000142,0.05,0.0,59.8,Finalizada,0,0,,0,7.24,2,9.24,1,12.0,11.24,2,14.74,0.31138790035587194
P046023081,2026-01-12,10:51,10,2026-01,3,Seg,Manhã,11,Econômica,Integrado,0.55,0-3,12.181818181818182,60,5.25,0.2,-54.75,2.05,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023114,2026-01-12,10:52,10,2026-01,3,Seg,Manhã,11,Manual,App,0.3,0-3,30.666666666666664,70,15.8,0.5,-54.2,10.28,2.02,3.0,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P046023148,2026-01-12,10:54,10,2026-01,3,Seg,Manhã,11,Expressa,App,2.24,0-3,2.9910714285714284,40,16.62,6.5,-23.38,2.22,0.0,7.9,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023211,2026-01-12,10:57,10,2026-01,3,Seg,Manhã,11,Integrada,App,0.64,0-3,10.46875,55,10.77,0.25,-44.230000000000004,7.52,0.0,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023302,2026-01-12,10:00,10,2026-01,3,Seg,Manhã,11,Econômica,App,1.34,0-3,5.0,60,14.07,1.83,-45.93,8.6,0.0,3.64,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023325,2025-10-12,10:02,10,2025-10,41,Dom,Manhã,11,Expressa,App,2.57,0-3,3.385214007782101,40,34.87,0.66,-5.130000000000003,9.21,0.0,25.0,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046023592,2025-10-12,10:11,10,2025-10,41,Dom,Manhã,11,Manual,App,1.17,0-3,10.854700854700855,70,10.3,0.3,-59.7,0.08,0.0,9.92,Finalizada,0,0,,1,6.7,3,9.7,1,12.0,12.7,3,17.2,0.35433070866141736
P046023689,2026-01-12,10:15,10,2026-01,3,Seg,Manhã,11,Econômica,App,3.56,3-7,2.033707865168539,60,31.9,8.33,-28.1,7.75,0.0,15.82,Finalizada,0,0,,1,7.24,0,7.24,0,,7.24,0,8.74,0.20718232044198892
P046023878,2026-01-12,09:21,9,2026-01,3,Seg,Manhã,11,Econômica,App,1.16,0-3,5.775862068965518,60,10.68,0.0,-49.32,4.02,0.0,6.66,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046023893,2026-01-12,11:22,11,2026-01,3,Seg,Manhã,11,Expressa,App,5.31,3-7,1.6685499058380415,40,60.33,27.87,20.33,11.6,0.0,20.86,Insucesso,0,1,,0,8.86,0,8.86,0,,8.86,0,10.36,0.16930022573363424
P046023914,2025-10-12,10:22,10,2025-10,41,Dom,Manhã,11,Econômica,App,1.58,0-3,5.50632911392405,60,8.7,0.18,-51.3,0.27,0.0,8.25,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046024182,2025-10-12,11:32,11,2025-10,41,Dom,Manhã,11,Integrada,App,7.26,7-12,2.03168044077135,55,61.53,0.0,6.530000000000001,0.0,0.0,61.53,Cancelada,1,0,,0,10.75,2,12.75,1,12.0,14.75,2,18.25,0.23728813559322037
P046024221,2025-10-12,11:33,11,2025-10,41,Dom,Manhã,11,Econômica,Integrado,3.18,3-7,2.7924528301886786,60,35.47,0.0,-24.53,14.06,18.44,2.97,Finalizada,0,0,,1,6.88,1,7.88,1,12.0,8.879999999999999,1,11.379999999999999,0.28153153153153165
P046024245,2026-01-12,11:34,11,2026-01,3,Seg,Manhã,11,Manual,App,6.78,3-7,2.3746312684365782,70,29.88,7.12,-40.120000000000005,5.7,2.43,14.63,Finalizada,0,0,,1,16.1,0,16.1,0,,16.1,0,17.6,0.0931677018633541
P046024358,2025-10-12,11:38,11,2025-10,41,Dom,Manhã,11,Manual,App,0.98,0-3,11.428571428571429,70,32.07,0.24,-37.93,14.53,3.19,14.11,Finalizada,0,0,,1,9.2,1,10.2,1,12.0,11.2,1,13.7,0.2232142857142858
P046024364,2025-10-12,11:38,11,2025-10,41,Dom,Manhã,11,Manual,App,3.1,3-7,2.864516129032258,70,62.92,35.0,-7.079999999999998,3.17,5.46,19.29,Finalizada,0,0,,1,6.88,1,7.88,1,12.0,8.879999999999999,1,11.379999999999999,0.28153153153153165
P046024423,2025-10-12,10:41,10,2025-10,41,Dom,Manhã,11,Econômica,App,1.25,0-3,6.959999999999999,60,14.43,0.0,-45.57,6.51,0.1,7.82,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046024534,2026-01-12,10:44,10,2026-01,3,Seg,Manhã,11,Manual,App,2.51,0-3,2.669322709163347,70,13.92,0.2,-56.08,0.13,3.32,10.27,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046024605,2026-01-12,11:47,11,2026-01,3,Seg,Manhã,11,Manual,App,9.89,7-12,1.3549039433771486,70,29.2,3.48,-40.8,2.73,0.0,22.99,Finalizada,0,0,,1,13.4,0,13.4,0,,13.4,0,14.9,0.11194029850746268
P046024740,2025-10-12,11:51,11,2025-10,41,Dom,Manhã,11,Econômica,App,1.55,0-3,5.612903225806451,60,13.36,0.3,-46.64,0.52,0.0,12.54,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046024815,2026-01-12,11:54,11,2026-01,3,Seg,Manhã,11,Econômica,App,1.55,0-3,4.32258064516129,60,17.48,0.18,-42.519999999999996,13.75,0.0,3.55,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046024838,2026-01-12,11:55,11,2026-01,3,Seg,Manhã,11,Econômica,Integrado,1.73,0-3,3.8728323699421967,60,31.13,8.73,-28.87,4.0,15.4,3.0,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046024884,2026-01-12,13:56,13,2026-01,3,Seg,Tarde,11,Manual,App,10.31,7-12,2.206595538312318,70,129.55,5.22,59.55000000000001,1.58,2.75,120.0,Insucesso,0,1,,0,22.75,0,22.75,0,,22.75,0,24.25,0.06593406593406592
P046024934,2025-10-12,12:57,12,2025-10,41,Dom,Tarde,11,Econômica,App,4.61,3-7,2.2386117136659434,60,64.31,11.74,4.310000000000002,8.51,0.0,44.06,Finalizada,0,0,,0,8.32,1,9.32,1,12.0,10.32,1,12.82,0.24224806201550386
P046024936,2026-01-12,11:58,11,2026-01,3,Seg,Manhã,11,Expressa,Integrado,2.17,0-3,3.087557603686636,40,16.33,0.63,-23.67,4.18,0.0,11.52,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046025035,2025-10-12,11:01,11,2025-10,41,Dom,Manhã,11,Econômica,App,0.66,0-3,13.18181818181818,60,3.4,0.13,-56.6,0.3,0.0,2.97,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046025078,2025-10-12,11:03,11,2025-10,41,Dom,Manhã,11,Integrada,App,1.34,0-3,7.9850746268656705,55,6.39,0.4,-48.61,1.31,0.0,4.68,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046025080,2025-10-12,12:03,12,2025-10,41,Dom,Tarde,11,Manual,App,5.76,3-7,1.9479166666666667,70,66.16,0.0,-3.8400000000000034,0.0,0.0,66.16,Cancelada,1,0,Motivo 05,0,9.22,1,10.22,1,12.0,11.22,1,13.72,0.2228163992869876
P046025153,2025-10-12,12:05,12,2025-10,41,Dom,Tarde,11,Econômica,App,5.67,3-7,1.978835978835979,60,87.32,35.0,27.319999999999993,0.1,0.0,52.22,Finalizada,0,0,,0,9.22,1,10.22,1,12.0,11.22,1,13.72,0.2228163992869876
P046025212,2025-10-12,11:07,11,2025-10,41,Dom,Manhã,11,Manual,App,2.11,0-3,5.071090047393365,70,10.79,0.29,-59.21,0.23,7.3,2.97,Finalizada,0,0,,1,6.7,2,8.7,1,12.0,10.7,2,14.2,0.3271028037383177
P046025230,2026-01-12,11:08,11,2026-01,3,Seg,Manhã,11,Econômica,App,0.65,0-3,10.307692307692308,60,4.73,0.12,-55.269999999999996,0.12,0.0,4.49,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046025442,2025-10-12,11:15,11,2025-10,41,Dom,Manhã,11,Econômica,App,3.74,3-7,4.122994652406417,60,26.34,14.56,-33.66,8.81,0.0,2.97,Cancelada,1,0,Outros,0,11.42,2,13.42,1,12.0,15.42,2,18.92,0.22697795071335936
P046025511,2025-10-12,12:17,12,2025-10,41,Dom,Tarde,11,Econômica,App,7.81,7-12,1.6901408450704225,60,41.79,15.9,-18.21,6.91,0.0,18.98,Finalizada,0,0,,1,11.2,1,12.2,1,12.0,13.2,1,15.7,0.18939393939393945
P046025516,2026-01-12,11:17,11,2026-01,3,Seg,Manhã,11,Manual,App,0.83,0-3,11.08433734939759,70,28.98,0.83,-41.019999999999996,12.22,0.92,15.01,Finalizada,0,0,,1,9.2,0,9.2,0,,9.2,0,10.7,0.16304347826086962
P046025588,2025-10-12,11:19,11,2025-10,41,Dom,Manhã,11,Econômica,Integrado,2.22,0-3,3.9189189189189184,60,6.89,0.32,-53.11,0.15,0.0,6.42,Finalizada,0,0,,1,6.7,1,7.7,1,12.0,8.7,1,11.2,0.28735632183908044
P046025630,2025-10-12,11:20,11,2025-10,41,Dom,Manhã,11,Manual,App,1.88,0-3,6.75531914893617,70,7.84,1.04,-62.16,3.83,0.0,2.97,Finalizada,0,0,,1,6.7,3,9.7,1,12.0,12.7,3,17.2,0.35433070866141736
P046025823,2026-01-12,12:26,12,2026-01,3,Seg,Tarde,11,Manual,,3.12,3-7,3.4871794871794872,70,51.43,5.77,-18.57,6.68,0.95,38.03,Finalizada,0,0,,1,10.88,0,10.88,0,,10.88,0,12.38,0.1378676470588236
P046025940,2026-01-12,13:31,13,2026-01,3,Seg,Tarde,11,Econômica,Integrado,2.02,0-3,3.3168316831683167,60,104.15,3.5,44.150000000000006,40.0,0.0,60.65,Insucesso,0,1,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046025959,2026-01-12,16:31,16,2026-01,3,Seg,Tarde,11,Integrada,,4.35,3-7,1.8298850574712646,55,3.0,0.0,-52.0,0.0,0.0,3.0,Cancelada,1,0,,0,7.96,0,7.96,0,,7.96,0,9.46,0.1884422110552766
P046026029,2026-01-12,12:33,12,2026-01,3,Seg,Tarde,11,Integrada,App,2.37,0-3,2.827004219409283,55,57.87,0.0,2.8699999999999974,0.0,0.0,57.87,Cancelada,1,0,,0,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046026067,2025-10-12,13:34,13,2025-10,41,Dom,Tarde,11,Econômica,App,4.36,3-7,2.743119266055046,60,118.8,0.0,58.8,0.0,0.0,118.8,Cancelada,1,0,Motivo 05,0,7.96,2,9.96,1,12.0,11.96,2,15.46,0.29264214046822734
P046026093,2026-01-12,11:35,11,2026-01,3,Seg,Manhã,11,Integrada,App,2.16,0-3,3.1018518518518516,55,10.48,0.55,-44.519999999999996,1.62,0.0,8.31,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
P046026138,2026-01-12,11:36,11,2026-01,3,Seg,Manhã,11,Econômica,App,1.26,0-3,5.317460317460317,60,8.67,0.37,-51.33,0.13,0.0,8.17,Finalizada,0,0,,1,6.7,0,6.7,0,,6.7,0,8.2,0.22388059701492513
